Trans_ID,Date,Store_ID,Product_ID,Customer_ID,Quantity,Total_Revenue,Unit_Cost,Category_Name,Avg_Region_Shipping_Cost,Shipping_Cost,Category,Avg_Monthly_Category_Marketing_Cost,Marketing_Cost,Net_Profit
51,2023-08-21 18:43:00,6.0,137,571,1,2200.0,1422.0,Printers,488.0,488.0,Printers,,,
52,2025-05-21 13:48:00,3.0,126,269,1,24000.0,17991.0,Audio,488.0,488.0,Audio,,,
53,2024-01-19 14:09:00,9.0,118,120,2,7000.0,2473.0,Smartphones,,,,,,
54,2024-07-03 16:18:00,11.0,134,261,1,28000.0,17855.0,Printers,488.0,488.0,Printers,,,
55,2023-03-13 09:51:00,8.0,104,956,1,310000.0,196558.0,Computers,488.0,488.0,Computers,,,
56,2025-02-21 13:59:00,3.0,136,110,5,12500.0,1606.0,Printers,,,Printers,,,
57,2025-03-08 12:17:00,1.0,127,185,1,9500.0,6907.0,Audio,488.0,488.0,Audio,,,
58,2024-12-10 18:13:00,8.0,137,866,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
59,2024-06-09 10:40:00,3.0,110,852,1,24000.0,15039.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
60,2024-01-11 11:07:00,4.0,111,296,1,185000.0,117065.0,Smartphones,,,,,,
61,2025-07-30 17:31:00,2.0,133,1156,1,45000.0,32905.0,Printers,,,Printers,,,
62,2024-02-20 17:45:00,5.0,120,854,3,4500.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
63,2023-07-05 11:12:00,1.0,121,327,3,2400.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
64,2025-07-05 17:36:00,1.0,133,700,1,45000.0,32905.0,Printers,488.0,488.0,Printers,,,
65,2023-04-21 15:03:00,4.0,137,962,1,2200.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
66,2025-10-10 20:45:00,4.0,121,624,1,800.0,526.0,Smartphones,992.3333333333334,992.3333333333334,,,,
67,2024-01-11 20:36:00,2.0,118,367,5,17500.0,2473.0,Smartphones,541.75,541.75,,,,
68,2023-11-24 12:51:00,1.0,113,826,1,58000.0,37157.0,Smartphones,541.75,541.75,Smartphones,,,
69,2024-11-24 10:28:00,10.0,120,227,1,1500.0,1029.0,Smartphones,541.75,541.75,Smartphones,,,
70,2024-06-11 12:36:00,4.0,126,746,1,24000.0,17991.0,Audio,488.0,488.0,Audio,,,
71,2023-12-10 11:26:00,10.0,118,968,1,3500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
72,2023-02-26 10:00:00,8.0,129,1017,1,68000.0,46007.0,Cameras,488.0,488.0,Cameras,,,
73,2024-07-19 11:38:00,5.0,119,181,2,5600.0,1695.0,Smartphones,541.75,541.75,Smartphones,,,
74,2025-06-30 13:57:00,5.0,104,704,1,310000.0,196558.0,Computers,488.0,488.0,Computers,,,
75,2025-06-28 09:48:00,2.0,120,413,1,1500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
76,2024-06-08 20:05:00,9.0,118,51,5,17500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
77,2025-01-21 09:34:00,3.0,137,700,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
78,2024-04-30 16:26:00,7.0,125,699,3,13500.0,3086.0,Audio,,,Audio,,,
79,2023-11-06 15:57:00,1.0,121,238,3,2400.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
80,2024-06-16 20:55:00,1.0,137,782,1,2200.0,1422.0,Printers,541.75,541.75,Printers,,,
81,2023-03-11 11:00:00,5.0,118,423,1,3500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
82,2025-10-25 19:42:00,5.0,129,400,1,68000.0,46007.0,Cameras,992.3333333333334,992.3333333333334,Cameras,,,
83,2024-05-01 16:22:00,2.0,121,547,1,800.0,526.0,Smartphones,541.75,541.75,Smartphones,,,
84,2023-07-04 20:03:00,2.0,119,1157,2,5600.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
85,2025-08-26 19:51:00,1.0,118,954,1,3500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
86,2023-08-25 10:33:00,3.0,120,557,1,1500.0,1029.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
87,2023-01-08 18:11:00,12.0,112,90,1,38000.0,25796.0,Smartphones,488.0,488.0,Smartphones,,,
88,2024-06-08 12:22:00,2.0,121,558,2,1600.0,526.0,Smartphones,,,Smartphones,,,
89,2024-10-20 18:48:00,3.0,121,390,1,800.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
90,2024-06-25 12:27:00,8.0,119,551,3,8400.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
91,2025-09-05 14:18:00,12.0,118,452,2,7000.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
92,2023-08-06 18:45:00,4.0,130,655,1,130000.0,83075.0,Cameras,,,Cameras,,,
93,2025-05-15 11:24:00,2.0,120,355,2,3000.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
94,2024-01-02 15:06:00,7.0,113,470,1,58000.0,37157.0,Smartphones,488.0,488.0,,,,
95,2025-07-21 18:35:00,4.0,136,583,2,5000.0,1606.0,Printers,488.0,488.0,Printers,,,
96,2024-07-21 12:55:00,7.0,137,1013,1,2200.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
97,2023-12-03 16:47:00,1.0,125,430,3,13500.0,3086.0,Audio,,,Audio,,,
98,2023-09-07 12:07:00,3.0,126,490,1,24000.0,17991.0,Audio,488.0,488.0,Audio,,,
99,2024-08-13 14:39:00,3.0,137,505,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
100,2024-10-05 11:37:00,1.0,109,711,1,42000.0,31127.0,Computers,488.0,488.0,Computers,,,
101,2025-06-24 10:09:00,3.0,124,452,1,48000.0,33033.0,Audio,541.75,541.75,Audio,,,
102,2024-11-11 17:37:00,1.0,124,47,1,48000.0,33033.0,Audio,488.0,488.0,Audio,,,
103,2024-02-11 19:49:00,1.0,113,928,1,58000.0,37157.0,Smartphones,,,Smartphones,,,
104,2025-07-03 11:08:00,4.0,123,929,1,9500.0,7113.0,Audio,488.0,488.0,Audio,,,
105,2025-08-01 11:47:00,3.0,120,999,1,1500.0,1029.0,Smartphones,,,Smartphones,,,
106,2023-04-06 20:11:00,7.0,137,766,3,6600.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
107,2023-07-29 11:21:00,1.0,119,298,1,2800.0,1695.0,Smartphones,,,Smartphones,,,
108,2023-08-08 18:52:00,7.0,118,799,2,7000.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
109,2025-03-30 12:40:00,7.0,125,1021,2,9000.0,3086.0,Audio,541.75,541.75,Audio,,,
110,2023-09-26 14:05:00,3.0,121,1190,1,800.0,526.0,Smartphones,541.75,541.75,Smartphones,,,
111,2025-11-29 14:49:00,5.0,125,542,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
112,2023-10-05 18:37:00,5.0,136,914,3,7500.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
113,2024-11-21 14:07:00,2.0,108,107,1,48000.0,31082.0,Computers,,,Computers,,,
114,2025-12-05 20:06:00,9.0,120,1028,2,3000.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
115,2024-05-26 20:41:00,2.0,135,949,1,12000.0,8606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
116,2024-12-12 16:48:00,2.0,137,103,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
117,2025-04-16 20:13:00,5.0,136,685,3,7500.0,1606.0,Printers,488.0,488.0,Printers,,,
118,2023-05-29 11:57:00,1.0,118,639,1,3500.0,2473.0,Smartphones,,,Smartphones,,,
119,2023-12-02 09:46:00,5.0,121,694,1,800.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
120,2023-05-09 12:09:00,7.0,133,7,1,45000.0,32905.0,Printers,488.0,488.0,Printers,,,
121,2024-08-11 16:39:00,8.0,119,924,2,5600.0,1695.0,Smartphones,,,Smartphones,,,
122,2024-01-23 13:15:00,1.0,136,857,2,5000.0,1606.0,Printers,488.0,488.0,Printers,,,
123,2023-09-06 10:11:00,1.0,126,717,1,24000.0,17991.0,Audio,541.75,541.75,Audio,,,
124,2024-12-19 14:55:00,1.0,112,505,1,38000.0,25796.0,Smartphones,488.0,488.0,Smartphones,,,
125,2023-12-31 18:01:00,6.0,125,750,2,9000.0,3086.0,Audio,488.0,488.0,Audio,,,
126,2024-06-23 13:16:00,6.0,120,448,3,4500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
127,2025-01-15 15:13:00,2.0,119,215,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
128,2025-12-10 11:49:00,1.0,126,808,1,24000.0,17991.0,Audio,488.0,488.0,Audio,,,
129,2024-10-06 09:15:00,1.0,120,572,3,4500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
130,2023-09-22 12:10:00,1.0,118,161,3,10500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
131,2025-05-31 19:58:00,1.0,133,826,1,45000.0,32905.0,Printers,541.75,541.75,Printers,,,
132,2024-03-19 11:00:00,5.0,118,984,5,17500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
133,2024-06-06 10:58:00,1.0,113,828,1,58000.0,37157.0,Smartphones,488.0,488.0,Smartphones,,,
134,2024-08-23 18:42:00,1.0,119,77,2,5600.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
135,2025-05-03 09:28:00,4.0,121,833,3,2400.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
136,2024-06-29 12:03:00,10.0,112,297,1,38000.0,25796.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
137,2025-03-19 15:33:00,6.0,118,442,1,3500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
138,2023-07-10 11:56:00,6.0,109,165,1,42000.0,31127.0,Computers,488.0,488.0,Computers,,,
139,2024-05-05 10:28:00,6.0,110,1092,1,24000.0,15039.0,Computers,541.75,541.75,Computers,,,
140,2025-07-18 16:10:00,3.0,137,577,3,6600.0,1422.0,Printers,541.75,541.75,Printers,,,
141,2025-05-31 16:37:00,10.0,125,276,3,13500.0,3086.0,Audio,488.0,488.0,Audio,,,
142,2024-03-26 20:31:00,5.0,136,525,1,2500.0,1606.0,Printers,,,Printers,,,
143,2023-02-26 17:45:00,1.0,137,526,2,4400.0,1422.0,Printers,541.75,541.75,Printers,,,
144,2025-11-23 13:39:00,4.0,136,393,3,7500.0,1606.0,Printers,,,Printers,,,
145,2023-05-14 10:31:00,1.0,114,644,1,75000.0,53367.0,Smartphones,488.0,488.0,Smartphones,,,
146,2025-01-07 12:04:00,10.0,119,641,5,14000.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
147,2024-12-27 13:45:00,1.0,118,755,1,3500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
148,2025-06-15 17:02:00,2.0,108,586,1,48000.0,31082.0,Computers,,,Computers,,,
149,2024-12-26 10:41:00,1.0,102,507,1,195000.0,141052.0,Computers,,,Computers,,,
150,2023-12-31 20:56:00,11.0,136,262,2,5000.0,1606.0,Printers,488.0,488.0,Printers,,,
151,2025-05-31 17:06:00,9.0,135,1059,1,12000.0,8606.0,Printers,541.75,541.75,Printers,,,
152,2024-03-04 13:31:00,8.0,120,1080,1,1500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
153,2024-07-04 16:29:00,1.0,120,62,1,1500.0,1029.0,Smartphones,541.75,541.75,Smartphones,,,
154,2023-11-16 17:51:00,3.0,123,484,1,9500.0,7113.0,Audio,488.0,488.0,Audio,,,
155,2023-02-07 17:06:00,8.0,136,1042,1,2500.0,1606.0,Printers,488.0,488.0,Printers,,,
156,2023-07-22 17:27:00,1.0,119,1065,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
157,2025-05-27 11:31:00,2.0,137,541,1,2200.0,1422.0,Printers,488.0,488.0,Printers,,,
158,2023-11-14 10:00:00,4.0,101,934,1,260000.0,167880.0,Computers,488.0,488.0,Computers,,,
159,2023-12-20 19:41:00,1.0,128,208,1,58000.0,37743.0,Cameras,541.75,541.75,Cameras,,,
160,2025-06-04 15:04:00,2.0,119,535,2,5600.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
161,2023-07-25 10:20:00,3.0,108,1129,1,48000.0,31082.0,Computers,488.0,488.0,Computers,,,
162,2024-07-01 17:23:00,3.0,112,415,1,38000.0,25796.0,Smartphones,488.0,488.0,Smartphones,,,
163,2025-02-02 16:17:00,2.0,137,210,3,6600.0,1422.0,Printers,541.75,541.75,Printers,,,
164,2023-09-30 10:46:00,6.0,137,1098,5,11000.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
165,2023-04-24 10:17:00,1.0,136,909,2,5000.0,1606.0,Printers,488.0,488.0,Printers,,,
166,2025-03-07 14:33:00,6.0,137,234,3,6600.0,1422.0,Printers,488.0,488.0,Printers,,,
167,2025-10-28 19:39:00,1.0,119,844,3,8400.0,1695.0,Smartphones,488.0,488.0,,,,
168,2024-09-29 18:32:00,2.0,113,373,1,58000.0,37157.0,Smartphones,541.75,541.75,Smartphones,,,
169,2025-11-29 19:10:00,1.0,121,1161,1,800.0,526.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
170,2024-06-17 09:22:00,3.0,134,579,1,28000.0,17855.0,Printers,488.0,488.0,Printers,,,
171,2025-03-27 13:40:00,1.0,121,1005,1,800.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
172,2024-09-11 14:08:00,3.0,113,483,1,58000.0,37157.0,Smartphones,541.75,541.75,Smartphones,,,
173,2024-06-24 12:50:00,3.0,136,388,5,12500.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
174,2025-08-23 16:16:00,11.0,100,63,1,125000.0,87901.0,Computers,541.75,541.75,Computers,,,
175,2023-04-10 16:51:00,2.0,120,755,2,3000.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
176,2024-03-09 10:20:00,1.0,132,266,1,38000.0,23961.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
177,2023-02-16 12:16:00,4.0,106,939,1,320000.0,198987.0,Computers,541.75,541.75,Computers,,,
178,2023-10-11 11:17:00,1.0,119,323,1,2800.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
179,2023-12-28 17:49:00,2.0,111,20,1,185000.0,117065.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
180,2023-01-31 18:34:00,4.0,125,324,3,13500.0,3086.0,Audio,,,Audio,,,
181,2025-06-24 11:23:00,3.0,137,1070,2,4400.0,1422.0,Printers,488.0,488.0,Printers,,,
182,2023-07-13 20:49:00,6.0,113,801,1,58000.0,37157.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
183,2023-02-09 15:40:00,7.0,118,736,1,3500.0,2473.0,Smartphones,,,Smartphones,,,
184,2024-02-10 10:20:00,1.0,112,37,1,38000.0,25796.0,Smartphones,488.0,488.0,Smartphones,,,
185,2025-10-02 16:00:00,6.0,133,670,1,45000.0,32905.0,Printers,488.0,488.0,Printers,,,
186,2023-02-05 20:47:00,5.0,120,1087,5,7500.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
187,2023-10-22 13:45:00,1.0,121,407,1,800.0,526.0,Smartphones,,,Smartphones,,,
188,2024-02-14 18:08:00,2.0,136,964,5,12500.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
189,2024-10-04 12:11:00,2.0,121,652,2,1600.0,526.0,Smartphones,,,Smartphones,,,
190,2024-07-19 15:02:00,3.0,118,1069,1,3500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
191,2023-07-12 09:53:00,1.0,136,828,1,2500.0,1606.0,Printers,488.0,488.0,Printers,,,
192,2025-11-08 15:14:00,3.0,134,843,1,28000.0,17855.0,Printers,488.0,488.0,Printers,,,
193,2023-09-10 10:21:00,9.0,128,889,1,58000.0,37743.0,Cameras,541.75,541.75,Cameras,,,
194,2023-08-07 14:45:00,1.0,107,624,1,65000.0,40453.0,Computers,992.3333333333334,992.3333333333334,Computers,,,
195,2024-09-24 11:01:00,6.0,137,731,3,6600.0,1422.0,Printers,488.0,488.0,Printers,,,
196,2025-12-12 09:49:00,7.0,127,1123,1,9500.0,6907.0,Audio,488.0,488.0,Audio,,,
197,2025-04-15 10:49:00,4.0,127,448,1,9500.0,6907.0,Audio,488.0,488.0,Audio,,,
198,2023-08-06 17:23:00,5.0,118,547,1,3500.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
199,2023-12-31 09:45:00,1.0,120,108,2,3000.0,1029.0,Smartphones,488.0,488.0,Smartphones,,,
200,2025-11-16 09:19:00,5.0,119,134,1,2800.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
201,2025-04-24 14:59:00,5.0,118,732,2,7000.0,2473.0,Smartphones,541.75,541.75,Smartphones,,,
202,2025-08-07 10:35:00,5.0,118,460,2,7000.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
203,2025-02-09 18:40:00,9.0,125,536,1,4500.0,3086.0,Audio,488.0,488.0,,,,
204,2023-10-29 18:47:00,11.0,121,437,1,800.0,526.0,Smartphones,541.75,541.75,Smartphones,,,
205,2024-08-04 12:18:00,10.0,110,543,1,24000.0,15039.0,Computers,541.75,541.75,Computers,,,
206,2023-03-25 13:09:00,1.0,132,136,1,38000.0,23961.0,Printers,488.0,488.0,Printers,,,
207,2025-01-29 10:30:00,11.0,121,1096,1,800.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
208,2023-02-10 11:16:00,3.0,119,243,1,2800.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
209,2023-08-06 14:08:00,6.0,121,45,1,800.0,526.0,Smartphones,,,Smartphones,,,
210,2025-09-11 19:31:00,6.0,126,171,1,24000.0,17991.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
211,2023-10-28 19:42:00,1.0,106,769,1,320000.0,198987.0,Computers,488.0,488.0,Computers,,,
212,2023-06-14 16:46:00,2.0,119,249,1,2800.0,1695.0,Smartphones,488.0,488.0,Smartphones,,,
213,2024-12-13 18:13:00,5.0,121,160,3,2400.0,526.0,Smartphones,488.0,488.0,Smartphones,,,
214,2023-01-28 14:53:00,5.0,119,420,2,5600.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
215,2023-06-20 20:18:00,3.0,137,616,3,6600.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
216,2025-07-19 18:47:00,3.0,118,862,1,3500.0,2473.0,Smartphones,,,Smartphones,,,
217,2024-10-28 16:24:00,2.0,124,1195,1,48000.0,33033.0,Audio,541.75,541.75,Audio,,,
218,2023-02-08 18:38:00,6.0,125,381,1,4500.0,3086.0,Audio,,,Audio,,,
219,2024-03-30 12:11:00,2.0,137,203,1,2200.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
220,2023-11-07 09:47:00,9.0,119,806,1,2800.0,1695.0,Smartphones,992.3333333333334,992.3333333333334,Smartphones,,,
221,2024-02-29 14:38:00,1.0,137,975,1,2200.0,1422.0,Printers,488.0,488.0,Printers,,,
222,2025-11-10 15:32:00,6.0,125,56,2,9000.0,3086.0,Audio,488.0,488.0,Audio,,,
223,2023-02-21 14:49:00,8.0,134,1175,1,28000.0,17855.0,Printers,488.0,488.0,Printers,,,
224,2025-08-08 16:29:00,4.0,134,1172,1,28000.0,17855.0,Printers,488.0,488.0,Printers,,,
225,2023-02-14 19:49:00,2.0,128,166,1,58000.0,37743.0,Cameras,488.0,488.0,Cameras,,,
226,2023-01-14 19:18:00,4.0,124,110,1,48000.0,33033.0,Audio,,,Audio,,,
227,2023-12-19 13:12:00,3.0,110,696,1,24000.0,15039.0,Computers,488.0,488.0,Computers,,,
228,2024-06-05 11:28:00,7.0,112,679,1,38000.0,25796.0,Smartphones,541.75,541.75,Smartphones,,,
229,2025-10-16 15:31:00,2.0,119,593,1,2800.0,1695.0,Smartphones,,,,,,
230,2023-10-03 13:06:00,7.0,127,852,1,9500.0,6907.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
231,2023-01-09 11:13:00,1.0,137,591,3,6600.0,1422.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
232,2024-12-01 11:36:00,6.0,119,443,1,2800.0,1695.0,Smartphones,541.75,541.75,Smartphones,,,
233,2023-02-21 18:30:00,2.0,118,169,1,3500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
234,2024-08-21 20:15:00,8.0,125,259,3,13500.0,3086.0,Audio,992.3333333333334,992.3333333333334,Audio,,,
235,2024-06-05 17:23:00,1.0,131,552,1,360000.0,218747.0,Cameras,992.3333333333334,992.3333333333334,Cameras,,,
236,2025-11-17 13:36:00,1.0,130,882,1,130000.0,83075.0,Cameras,541.75,541.75,Cameras,,,
237,2024-07-31 16:39:00,12.0,118,225,1,3500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
238,2023-05-20 13:42:00,4.0,134,806,1,28000.0,17855.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
239,2023-01-31 09:04:00,1.0,118,688,1,3500.0,2473.0,Smartphones,488.0,488.0,Smartphones,,,
240,2023-09-04 15:47:00,5.0,106,12,1,320000.0,198987.0,Computers,488.0,488.0,Computers,,,
241,2023-08-26 18:33:00,6.0,133,705,1,45000.0,32905.0,Printers,488.0,488.0,Printers,,,
242,2024-01-15 14:44:00,9.0,136,364,2,5000.0,1606.0,Printers,992.3333333333334,992.3333333333334,Printers,,,
243,2023-10-09 13:44:00,3.0,136,323,5,12500.0,1606.0,Printers,488.0,488.0,Printers,,,
